Right Bicep Curl,0.016895916,0.637487948,-1.247936487,0.69374156,-0.055367507,0.780946493,-1.344115973,0.709922135,-0.091264881,0.781697273,-1.345219851,0.656776786,-0.126930326,0.781561613,-1.348120689,0.730660498,0.212464288,0.657865286,-1.163330197,0.72121048,0.228835493,0.663917303,-1.163143754,0.674676895,0.246207431,0.678384542,-1.164886832,0.766033649,-0.243607253,0.702540636,-1.286927462,0.740644395,0.012854102,0.706271589,-0.439465612,0.784104526,-0.071254469,0.496778488,-1.189954162,0.819881439,0.036426101,0.49436596,-0.945765853,0.853822231,-0.600862741,0.020614624,-1.448426008,0.761112034,0.223204941,0.055437326,0.195159391,0.961469531,-0.699832618,-0.929134607,-1.421775579,0.10093914,0.407770067,-0.706766665,0.363162667,0.05982345,-0.669055104,-1.402586699,-1.034096599,0.01934885,0.359208167,-0.976092339,-0.740083456,0.080593973,-0.737381637,-1.571915865,-1.169408798,0.035914131,0.397596329,-1.110242486,-0.866676927,0.135316029,-0.683330357,-1.490730643,-1.219086766,0.046578057,0.350850463,-1.01224947,-1.010200739,0.186850697,-0.640868008,-1.422682524,-1.055374861,0.05205556,0.317584515,-0.958546877,-0.850669265,0.196550816,-0.494713366,-1.89753294,-0.576185048,0.003023403,0.073472023,-1.801352739,0.581124723,0.005044622,-0.407482445,-3.469049692,-0.20678179,0.001795301,0.135235429,-3.373054504,0.961176991,0.001602006,-0.324883699,-4.932360649,1.484423637,6.92E-05,0.139454931,-4.813868046,2.176956177,5.27E-05,-0.339297026,-5.1398983,1.592988133,3.34E-05,0.129651666,-4.988917828,2.264055252,9.00E-05,-0.223750591,-5.245814323,0.487901747,0.000124944,0.205505222,-5.224786758,1.033634067,7.55E-05
Right Bicep Curl,0.644276321,-0.113784194,-0.560390711,0.72421056,0.656653047,-0.126182437,-0.537920237,0.738629341,0.665231645,-0.122060299,-0.537761092,0.690778613,0.674236417,-0.117403626,-0.538186789,0.757294476,0.635492325,-0.125158608,-0.546212673,0.748875618,0.629045725,-0.120340347,-0.546396196,0.707005084,0.622531414,-0.115095735,-0.546981096,0.789249957,0.688137412,-0.07669282,-0.364511102,0.766126215,0.595825553,-0.080312133,-0.40001592,0.805460632,0.660209119,-0.061339617,-0.493730634,0.837802351,0.635509133,-0.059785366,-0.50329268,0.86836803,0.817818522,0.18021518,-0.216559619,0.784954727,0.492539942,0.246189177,-0.356996298,0.965311885,0.923487186,0.512461543,0.006376677,0.187043175,0.446700484,0.584339023,-0.320546031,0.149968669,1.017987251,0.860417008,-0.010217255,0.077059686,0.381565958,0.877994895,-0.499757379,0.159951225,1.057214499,0.946847916,-0.017610198,0.073867977,0.329969704,0.964875162,-0.55496341,0.198090211,1.035741568,0.957341194,-0.09044867,0.087162703,0.365088254,0.966814995,-0.660135806,0.246624529,1.007583976,0.934198618,-0.041616157,0.097596198,0.38863951,0.94225055,-0.549841285,0.255619437,0.822252452,0.855696559,0.030426901,0.099800058,0.614013791,0.893010199,-0.029410968,0.102242053,0.837653995,1.339833975,0.308834851,0.003342261,0.644852996,1.366949797,0.193194211,0.003408968,0.85567677,1.763914585,0.92484796,0.000376719,0.66647625,1.813484907,0.678572655,0.000580428,0.86124742,1.826846361,0.970020771,0.000475875,0.667524219,1.883551478,0.711880744,0.000538896,0.846100032,1.901721239,0.64645052,0.000867845,0.691141367,1.942316771,0.318130881,0.000586964
Right Bicep Curl,0.619294167,-0.096472122,-0.560396671,0.751684844,0.639050424,-0.118835285,-0.539222777,0.764564216,0.653612971,-0.115897931,-0.539073348,0.721494615,0.666792095,-0.112532444,-0.539368212,0.781368673,0.598535717,-0.117158279,-0.540694118,0.773838758,0.58709538,-0.112604037,-0.540750086,0.736168861,0.577015519,-0.107512876,-0.541242421,0.810209215,0.686264038,-0.072468981,-0.363628298,0.789203525,0.573642969,-0.066950105,-0.326081812,0.824726641,0.649548948,-0.044447407,-0.492012918,0.853948295,0.604448736,-0.036659695,-0.484436095,0.881461859,0.81897372,0.193832487,-0.217569381,0.806311727,0.49404034,0.251483798,-0.227850512,0.968745708,0.907341957,0.540498674,-0.003624931,0.26375103,0.449762583,0.585979998,-0.180614814,0.231405705,0.961678386,0.870356202,0.004412649,0.145358592,0.404216677,0.860114098,-0.356368989,0.231455237,0.983228981,0.962950766,-0.002305288,0.132537946,0.375245661,0.931030393,-0.400755167,0.258695543,0.960315585,0.9697963,-0.064286947,0.146774963,0.394146621,0.93175,-0.470484316,0.304444343,0.945781231,0.941571772,-0.017038478,0.157378465,0.412250042,0.908899963,-0.389769316,0.31192711,0.803732872,0.883218944,0.004814684,0.187077865,0.578844666,0.893765569,-0.004651601,0.190119728,0.774719119,1.367319345,0.172410816,0.024295961,0.580359459,1.377153993,0.116059527,0.01882375,0.781502604,1.79040277,0.701157749,0.003767969,0.594083428,1.822369456,0.517726362,0.003786391,0.784069657,1.846874952,0.739894927,0.003529683,0.59905982,1.887170911,0.546900213,0.004087495,0.761221051,1.936981678,0.437270463,0.003514839,0.605000079,1.956575751,0.190981373,0.002753446
Right Bicep Curl,0.612888932,-0.055881821,-0.498367727,0.77636236,0.632430255,-0.087668732,-0.486650378,0.787804186,0.647979259,-0.087303378,-0.486556232,0.749074519,0.662643313,-0.086917482,-0.486739814,0.802968919,0.593573987,-0.084217317,-0.467536032,0.796211481,0.583034456,-0.080265433,-0.467466056,0.762342393,0.573706508,-0.075847879,-0.467889488,0.828992009,0.685733259,-0.055668045,-0.327411354,0.809918821,0.572923541,-0.033157289,-0.233743265,0.841977835,0.644599497,-0.011927621,-0.434165567,0.868426561,0.599538743,-0.000608631,-0.406592041,0.893176615,0.819013119,0.20836933,-0.211873025,0.825564742,0.498967648,0.257367283,-0.146940693,0.971837103,0.903485894,0.547436297,-0.047064282,0.334318995,0.452876568,0.585964501,-0.152822241,0.30490315,0.946715832,0.877599001,-0.047307037,0.214134619,0.413728386,0.855954111,-0.392165631,0.298747122,0.967376053,0.973398566,-0.065225437,0.195340902,0.388972461,0.922717214,-0.44535169,0.31823045,0.944749236,0.981180251,-0.128550664,0.210264415,0.40446955,0.923228145,-0.519203424,0.361021072,0.931174278,0.950026393,-0.069155395,0.222002223,0.421058953,0.902335286,-0.430293798,0.367767602,0.795864046,0.88726002,-0.00716093,0.266312569,0.571132958,0.890855074,0.007371414,0.269752234,0.754921913,1.366351604,0.117446683,0.03172753,0.566687465,1.374174595,0.091667093,0.025682325,0.758250296,1.79345119,0.569858432,0.004494484,0.577606022,1.822257519,0.417565882,0.004700962,0.762981057,1.847757697,0.602507353,0.004148407,0.582491577,1.885188341,0.439887106,0.004861589,0.72824657,1.939034104,0.30411154,0.004152406,0.586452603,1.956008911,0.094549611,0.003332881
Right Bicep Curl,0.613952398,-0.044552792,-0.557575405,0.798600972,0.633676946,-0.081141554,-0.542047441,0.808826447,0.648869991,-0.080488093,-0.541888416,0.773974299,0.663026273,-0.07966505,-0.541867733,0.822483838,0.595106006,-0.078275844,-0.518859148,0.81642729,0.58449471,-0.074408524,-0.5184232,0.785953462,0.575014353,-0.070050135,-0.51865685,0.845944345,0.688381016,-0.048493907,-0.355554491,0.828671575,0.572778106,-0.026882358,-0.288310736,0.857582808,0.645251632,0.001470439,-0.484214932,0.881512344,0.5991745,0.01240735,-0.445577204,0.903788328,0.819248796,0.21543172,-0.245246202,0.842937112,0.500023484,0.266971409,-0.193415388,0.974614143,0.896151066,0.551214039,-0.091166116,0.397700518,0.453361213,0.594835937,-0.193440333,0.36793071,0.943309486,0.878823996,-0.128446534,0.272990048,0.420211941,0.852898479,-0.454915047,0.349889368,0.969956517,0.978211045,-0.159752756,0.246904016,0.398142248,0.914456785,-0.519717991,0.360236645,0.94401741,0.986179113,-0.225938961,0.263744146,0.415158749,0.917466223,-0.589461863,0.401660234,0.928309321,0.953426421,-0.153804004,0.276995867,0.430599064,0.897806883,-0.492909819,0.407693774,0.79128468,0.892604649,-0.01372945,0.332433641,0.567649245,0.891126037,0.014274838,0.336084753,0.756647646,1.371892333,0.104955733,0.034212898,0.561764359,1.376194715,0.108657137,0.027452918,0.757851839,1.811122298,0.558171391,0.004868,0.5725559,1.826624155,0.454163611,0.004828202,0.761931777,1.86568439,0.587785363,0.004544894,0.576603591,1.887654781,0.477471828,0.00506714,0.732810378,1.957023025,0.261158913,0.004490158,0.584950387,1.963200092,0.10561613,0.003413727
Right Bicep Curl,0.619015336,0.025937151,-0.52910763,0.818700373,0.640571952,-0.015775999,-0.507308722,0.827871084,0.656463444,-0.017107228,-0.507198453,0.796511948,0.670029998,-0.017414806,-0.507228017,0.840161562,0.595732927,-0.01088337,-0.495023966,0.834725499,0.586638093,-0.008938992,-0.494699568,0.80730921,0.578723133,-0.006588244,-0.494928509,0.861297965,0.695296049,0.001239469,-0.30745098,0.845720649,0.579130769,0.01914674,-0.265635282,0.871774077,0.654863,0.062310454,-0.45244813,0.89332968,0.602627099,0.070432864,-0.433154255,0.913380563,0.821472168,0.244661167,-0.183977991,0.858595073,0.515855372,0.292072028,-0.184044778,0.977129817,0.89067477,0.561509848,-0.016229831,0.455710828,0.469493568,0.600319564,-0.197199762,0.428945452,0.941900849,0.878498077,-0.03829411,0.333358467,0.432876766,0.847355604,-0.454619557,0.407707065,0.971394539,0.977569163,-0.075353608,0.301893473,0.405738413,0.909102023,-0.519708753,0.412193298,0.949500382,0.98526758,-0.153267756,0.319660097,0.428027391,0.910316825,-0.591894031,0.451118082,0.932319164,0.952834666,-0.070577636,0.333995879,0.4435893,0.890909374,-0.493730009,0.456694633,0.784650445,0.894365072,-0.009107768,0.394054741,0.572437286,0.889720261,0.009715462,0.397946894,0.75367105,1.370533705,0.087873742,0.035133969,0.568106651,1.364693165,0.043065902,0.028486451,0.757041693,1.806976795,0.467746168,0.004784738,0.580641091,1.818965197,0.278137863,0.004791941,0.76088798,1.862981558,0.491597027,0.004580143,0.584488511,1.879466534,0.292310447,0.005138868,0.729599953,1.952531219,0.182168633,0.004489097,0.592585325,1.95043993,-0.071371272,0.003398547
Right Bicep Curl,0.624547243,0.047892194,-0.518231928,0.836791337,0.648032486,0.007584732,-0.495577514,0.845007598,0.663900375,0.006019121,-0.495497286,0.816796958,0.677209675,0.005473524,-0.495578855,0.856068611,0.602043629,0.012321488,-0.485295922,0.851190388,0.591267526,0.013676007,-0.485055447,0.826528013,0.581977904,0.015170603,-0.485307634,0.875110328,0.702112973,0.020573109,-0.297968149,0.861062467,0.589793205,0.035459671,-0.256151825,0.884546399,0.661247373,0.082328185,-0.442447662,0.90395993,0.608620226,0.089490704,-0.427170455,0.922011793,0.824139237,0.261270165,-0.177779928,0.872694373,0.524111152,0.303625971,-0.168779075,0.979395926,0.891270339,0.567877531,-0.02029613,0.507818103,0.47873348,0.605716825,-0.211370155,0.483485609,0.942386627,0.878041923,-0.069039851,0.388088167,0.442639202,0.841266453,-0.515286624,0.457886338,0.971755326,0.975934088,-0.107126579,0.351913661,0.41491285,0.90201056,-0.586038589,0.456418455,0.951113582,0.984027028,-0.181860998,0.370401591,0.439051241,0.905359507,-0.655688763,0.493176997,0.934231162,0.952461481,-0.101136997,0.385935336,0.453653336,0.886585176,-0.55459398,0.498703182,0.785400808,0.893831313,-0.006405023,0.451190323,0.573785782,0.889122546,0.007039975,0.455423713,0.758807063,1.370048761,0.097849868,0.039216932,0.575863421,1.359621406,0.048143391,0.033017609,0.764032722,1.806239367,0.480531037,0.0053054,0.588525474,1.812972426,0.286076665,0.005464897,0.767269373,1.859345555,0.506017804,0.005287476,0.592025638,1.872904897,0.300308168,0.005576333,0.740897357,1.949989557,0.209686071,0.005119201,0.602235854,1.944410563,-0.051458448,0.003761173
Right Bicep Curl,0.63617146,0.059892517,-0.511913538,0.853082299,0.660563588,0.020445867,-0.488064766,0.860445023,0.675436735,0.019517088,-0.487963676,0.835059106,0.688212156,0.019110717,-0.488088518,0.870392978,0.617711902,0.023987068,-0.480435699,0.866029322,0.605392635,0.024625976,-0.480193079,0.843841255,0.595726728,0.0249753,-0.480458736,0.887565315,0.712445498,0.033383284,-0.284285933,0.874871016,0.602578163,0.042709526,-0.25050506,0.896061659,0.670398831,0.09620472,-0.433681965,0.913534045,0.621017396,0.100922398,-0.421802819,0.929790854,0.828504562,0.272199541,-0.142857209,0.885372162,0.537091851,0.310836911,-0.169929713,0.981444299,0.892715573,0.571438432,0.046877697,0.554674864,0.485286146,0.608802199,-0.21008122,0.533908606,0.945600629,0.873533666,0.020116573,0.431737632,0.448617846,0.832992017,-0.505028129,0.507440269,0.974637806,0.969780743,-0.007339836,0.388673156,0.418753624,0.89538914,-0.571831286,0.502161622,0.954526544,0.977620006,-0.081871316,0.408887684,0.445253193,0.899400532,-0.648511291,0.536379576,0.937499702,0.949278593,-0.011975317,0.426357925,0.459425539,0.880648613,-0.546415269,0.541359484,0.787188411,0.892902732,-0.005503819,0.50259304,0.579786718,0.888431609,0.006138363,0.507410884,0.763805747,1.368550062,0.101574264,0.043887448,0.576334596,1.351287723,0.044381835,0.036360033,0.770532668,1.799479961,0.467767477,0.005856698,0.59189105,1.801297784,0.270226777,0.006039795,0.77403456,1.84873724,0.491371304,0.006125985,0.595152676,1.860502481,0.283581436,0.006105449,0.746679425,1.947294474,0.197523311,0.005536499,0.608146608,1.935504317,-0.065452531,0.004088032
Right Bicep Curl,0.649421155,0.066356115,-0.504884422,0.867755115,0.67351985,0.027241947,-0.480555445,0.874359012,0.686667323,0.026977871,-0.480452955,0.85151583,0.698700786,0.027051229,-0.480564922,0.883307755,0.634555221,0.029277302,-0.473813683,0.879397631,0.621500552,0.029584613,-0.473565996,0.859434903,0.61128211,0.029636504,-0.473844707,0.898784518,0.721568704,0.04115089,-0.277834237,0.887326717,0.613602459,0.048187394,-0.246832043,0.906436265,0.679695308,0.105100386,-0.427230448,0.922161043,0.633497536,0.108048633,-0.416722625,0.936799228,0.830170035,0.281779855,-0.12673384,0.896800339,0.545540512,0.317996353,-0.170679584,0.983290195,0.893543899,0.570159614,0.075551622,0.597364604,0.492833763,0.610283554,-0.247477219,0.579373181,0.947313607,0.865994334,0.049317654,0.475655913,0.458749771,0.816967189,-0.619063675,0.553354442,0.977435231,0.960644424,0.022421638,0.427114397,0.428741455,0.881768525,-0.698940277,0.545418084,0.957248092,0.96778506,-0.051452775,0.448258877,0.456334203,0.885983825,-0.760174155,0.57692945,0.939084411,0.943225324,0.018289607,0.466892838,0.470503181,0.86610049,-0.654306412,0.581487715,0.788340271,0.892037809,0.000633817,0.550335348,0.586905956,0.886451364,7.25E-05,0.555127084,0.766538739,1.35321486,0.107330039,0.049012445,0.585530639,1.338486075,0.052285172,0.039184336,0.771622956,1.777439594,0.476079762,0.006328487,0.599010944,1.777627587,0.353438079,0.006432341,0.776343286,1.827362418,0.499946743,0.006779142,0.600939035,1.835608125,0.372493804,0.006315229,0.748853385,1.924538851,0.206093431,0.005871078,0.617331207,1.911317706,0.01510076,0.004271678
Right Bicep Curl,0.66019994,0.080345958,-0.523543417,0.880936444,0.682061076,0.040338602,-0.498839676,0.886828661,0.69461298,0.039550927,-0.498895496,0.86627382,0.706532598,0.038764458,-0.498938978,0.894862115,0.645707786,0.042813804,-0.48964119,0.891396224,0.63337934,0.043237429,-0.489408106,0.873443663,0.623251557,0.043225341,-0.489703238,0.908856988,0.727198362,0.050903782,-0.288509548,0.898461521,0.622224271,0.05883256,-0.259326488,0.915754914,0.688281894,0.118736356,-0.43483901,0.92989856,0.64565587,0.122519299,-0.418352216,0.943092763,0.833675086,0.285850078,-0.131449133,0.907051384,0.556426167,0.322488189,-0.175912768,0.98494792,0.894229412,0.572528899,0.067035496,0.634757578,0.502244234,0.616311073,-0.268633902,0.620490134,0.948949635,0.851732075,0.039661884,0.515478253,0.458296865,0.819404185,-0.665154099,0.595164478,0.979735672,0.941618741,0.006682572,0.462700933,0.427284479,0.884129703,-0.749022365,0.585280836,0.959600627,0.94946152,-0.078683309,0.48457244,0.454435647,0.886297107,-0.819065392,0.614430726,0.941063285,0.928364992,0.015710257,0.504244924,0.469080836,0.867045462,-0.704146981,0.61860168,0.789173067,0.891054213,0.00156506,0.592372,0.6004439,0.88591975,-0.000770602,0.597721279,0.768280149,1.346410513,0.096675597,0.05564012,0.606585979,1.330407023,0.055426281,0.042556047,0.77317971,1.756693006,0.453258842,0.007179826,0.617328823,1.761870503,0.310143173,0.007160543,0.777023613,1.804161906,0.476852268,0.008082533,0.618380427,1.81892693,0.327288121,0.007191105,0.751970828,1.905372143,0.191589996,0.006298285,0.633026898,1.896659493,-0.016948331,0.004676285
